Unnamed: 0,smiles,property,value,Augmented_SMILES
1217,[*]CCOC(=O)c1ccc(O[*])c(Cl)c1,Egc,4.81,"['Clc1c(ccc(c1)C(=O)OCC*)O*', 'O(c1c(cc(C(=O)OCC*)cc1)Cl)*', 'c1c(c(O*)ccc1C(=O)OCC*)Cl', 'c1(Cl)cc(C(=O)OCC*)ccc1O*', 'c1c(C(=O)OCC*)ccc(O*)c1Cl']"
1219,[*]CCOC(=O)c1ccc(O[*])c(C)c1,Egc,4.4876,"['c1cc(cc(c1O*)C)C(OCC*)=O', 'c1cc(C(OCC*)=O)cc(C)c1O*', 'c1c(c(cc(c1)C(OCC*)=O)C)O*', '*CCOC(=O)c1ccc(c(c1)C)O*', 'C(=O)(OCC*)c1ccc(O*)c(c1)C']"
1220,[*]CCOC(=O)c1ccc(O[*])cc1C,Egc,4.5424,"['*Oc1ccc(C(=O)OCC*)c(c1)C', 'c1c(C(OCC*)=O)c(cc(c1)O*)C', 'O=C(OCC*)c1c(cc(cc1)O*)C', 'O(CC*)C(c1c(cc(cc1)O*)C)=O', 'Cc1c(C(OCC*)=O)ccc(O*)c1']"
1221,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)cc1,Egc,2.6504,"['c1c2nc(oc2cc2c1nc(*)o2)-c1ccc(cc1)*', 'c1(nc2cc3nc(oc3cc2o1)*)-c1ccc(*)cc1', 'c1c2oc(nc2cc2nc(oc12)-c1ccc(*)cc1)*', 'o1c2c(nc1-c1ccc(*)cc1)cc1nc(oc1c2)*', 'c1(*)nc2cc3nc(-c4ccc(cc4)*)oc3cc2o1']"
1222,[*]CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],Egc,6.1148,"['O=S(CCCCC(=O)O*)(=O)CCCCC(OCCOCCOCC*)=O', 'C(CC(OCCOCCOCC*)=O)CCS(CCCCC(=O)O*)(=O)=O', 'C(C*)OCCOCCOC(=O)CCCCS(CCCCC(=O)O*)(=O)=O', 'C(CCCS(=O)(=O)CCCCC(O*)=O)C(=O)OCCOCCOCC*', 'C(C*)OCCOCCOC(CCCCS(CCCCC(O*)=O)(=O)=O)=O']"
1223,[*]CCOCC(=O)O[*],Egc,5.8983,"['C(*)COCC(=O)O*', 'C(C*)OCC(O*)=O', 'O=C(COCC*)O*', '*OC(COCC*)=O', '*CCOCC(O*)=O']"
1224,[*]CC(O)CO[*],Egc,6.5192,"['C(O)(C*)CO*', 'C(*)C(CO*)O', 'OC(CO*)C*', 'C(O*)C(C*)O', '*OCC(O)C*']"
1225,[*]CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O[*])cc2)cc1,Egc,4.5987,"['C(c1ccc(Cc2ccc(C(OCCOCC*)=O)cc2)cc1)(O*)=O', 'O=C(O*)c1ccc(Cc2ccc(C(OCCOCC*)=O)cc2)cc1', 'c1c(C(O*)=O)ccc(c1)Cc1ccc(C(OCCOCC*)=O)cc1', 'O(CCOCC*)C(c1ccc(cc1)Cc1ccc(C(O*)=O)cc1)=O', 'c1c(ccc(c1)Cc1ccc(C(=O)OCCOCC*)cc1)C(=O)O*']"
1228,[*]CCOCCOC(=O)CCCCSCCCCC(=O)O[*],Egc,5.2898,"['C(SCCCCC(=O)O*)CCCC(=O)OCCOCC*', '*CCOCCOC(CCCCSCCCCC(=O)O*)=O', 'C(OCC*)COC(CCCCSCCCCC(O*)=O)=O', 'O(C(CCCCSCCCCC(OCCOCC*)=O)=O)*', 'C(SCCCCC(OCCOCC*)=O)CCCC(=O)O*']"
1230,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc([*])nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,Egc,3.4086,"['c1(Oc2ccc(cc2)-c2c3ccccc3nc(c2)*)ccc(cc1)-c1c2ccccc2nc(-c2ccc(cc2)-c2ccc(cc2)*)c1', 'c1(-c2nc3c(cccc3)c(c2)-c2ccc(cc2)Oc2ccc(cc2)-c2cc(*)nc3ccccc23)ccc(-c2ccc(*)cc2)cc1', 'c1cc(ccc1-c1ccc(cc1)*)-c1cc(-c2ccc(cc2)Oc2ccc(-c3cc(nc4ccccc43)*)cc2)c2c(n1)cccc2', 'c1c(-c2cc(-c3ccc(cc3)Oc3ccc(-c4cc(*)nc5ccccc54)cc3)c3ccccc3n2)ccc(-c2ccc(cc2)*)c1', 'c1cc2c(cc1)c(cc(-c1ccc(-c3ccc(*)cc3)cc1)n2)-c1ccc(Oc2ccc(-c3c4ccccc4nc(c3)*)cc2)cc1']"
1231,[*]c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,Egc,3.2296,"['c1(-c2ccccc2)c(-c2ccccc2)c(-c2ccc(Oc3ccc(*)cc3)cc2)nc2ccc(Oc3cc4c(cc3)nc(*)c(-c3ccccc3)c4-c3ccccc3)cc12', 'c1c(ccc(c1)*)Oc1ccc(-c2nc3ccc(cc3c(-c3ccccc3)c2-c2ccccc2)Oc2cc3c(nc(*)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1', 'c1(ccc2c(c1)c(c(-c1ccccc1)c(n2)-c1ccc(Oc2ccc(*)cc2)cc1)-c1ccccc1)Oc1cc2c(nc(c(c2-c2ccccc2)-c2ccccc2)*)cc1', 'O(c1ccc(cc1)*)c1ccc(cc1)-c1c(-c2ccccc2)c(c2cc(ccc2n1)Oc1cc2c(nc(c(-c3ccccc3)c2-c2ccccc2)*)cc1)-c1ccccc1', 'c1c2nc(*)c(-c3ccccc3)c(-c3ccccc3)c2cc(Oc2ccc3c(c2)c(-c2ccccc2)c(-c2ccccc2)c(n3)-c2ccc(Oc3ccc(*)cc3)cc2)c1']"
1232,[*]c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,Egc,3.3136,"['c1ccccc1-c1c(c2cc(Oc3cc4c(-c5ccccc5)c(-c5ccccc5)c(-c5ccc(cc5)-c5ccc(cc5)*)nc4cc3)ccc2nc1*)-c1ccccc1', 'c1c2c(c(c(-c3ccc(cc3)-c3ccc(cc3)*)nc2ccc1Oc1cc2c(c(c(nc2cc1)*)-c1ccccc1)-c1ccccc1)-c1ccccc1)-c1ccccc1', 'c1cc(-c2c3c(ccc(Oc4cc5c(cc4)nc(c(c5-c4ccccc4)-c4ccccc4)*)c3)nc(-c3ccc(-c4ccc(cc4)*)cc3)c2-c2ccccc2)ccc1', 'c1cccc(-c2c3cc(Oc4cc5c(-c6ccccc6)c(c(nc5cc4)*)-c4ccccc4)ccc3nc(-c3ccc(cc3)-c3ccc(*)cc3)c2-c2ccccc2)c1', 'c1c(cc2c(nc(c(c2-c2ccccc2)-c2ccccc2)-c2ccc(-c3ccc(*)cc3)cc2)c1)Oc1ccc2nc(c(c(-c3ccccc3)c2c1)-c1ccccc1)*']"
1233,[*]CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Egc,4.9082,"['O=C(NCCCCCCNC(OCCOCCOCC#CC#CCOCCOCC*)=O)O*', 'C(OCC*)COCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(O*)=O', 'O(CC#CC#CCOCCOCC*)CCOCCOC(=O)NCCCCCCNC(O*)=O', 'C(OCCOCCOC(NCCCCCCNC(=O)O*)=O)C#CC#CCOCCOCC*', '*OC(NCCCCCCNC(=O)OCCOCCOCC#CC#CCOCCOCC*)=O']"
1234,[*]CCCOC(=O)COCC(=O)O[*],Egc,6.0368,"['C(C(O*)=O)OCC(=O)OCCC*', 'O(CCC*)C(=O)COCC(=O)O*', 'O=C(COCC(O*)=O)OCCC*', 'C(=O)(OCCC*)COCC(O*)=O', '*CCCOC(=O)COCC(O*)=O']"
1235,[*]OC(C)CCOC(=O)COCC([*])=O,Egc,6.1998,"['C(COCC(OCCC(C)O*)=O)(*)=O', 'C(OC(=O)COCC(=O)*)CC(C)O*', 'O=C(OCCC(O*)C)COCC(=O)*', 'O(C(COCC(*)=O)=O)CCC(O*)C', 'C(C(=O)OCCC(C)O*)OCC(=O)*']"
1236,[*]OC(F)(F)COC(=O)c1cccc(C(=O)OCC([*])(F)F)c1,Egc,4.7299,"['O=C(OCC(*)(F)F)c1cccc(C(OCC(F)(O*)F)=O)c1', 'FC(*)(F)COC(=O)c1cccc(C(OCC(F)(O*)F)=O)c1', 'FC(*)(COC(c1cccc(C(OCC(O*)(F)F)=O)c1)=O)F', 'C(F)(F)(COC(c1cc(C(=O)OCC(F)(O*)F)ccc1)=O)*', 'c1ccc(cc1C(=O)OCC(F)(O*)F)C(OCC(*)(F)F)=O']"
1237,[*]Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc([*])c2)c1,Egc,4.5011,"['C(c1cccc(*)c1)(OCC(F)(F)C(C(COC(c1cccc(c1)O*)=O)(F)F)(F)F)=O', 'C(C(F)(C(C(F)(F)COC(c1cc(ccc1)O*)=O)(F)F)F)OC(c1cc(*)ccc1)=O', 'FC(COC(c1cccc(*)c1)=O)(C(F)(F)C(F)(F)COC(c1cccc(c1)O*)=O)F', 'c1cc(C(OCC(F)(F)C(F)(C(COC(=O)c2cccc(c2)*)(F)F)F)=O)cc(c1)O*', 'C(C(F)(F)COC(c1cc(ccc1)*)=O)(F)(C(F)(COC(=O)c1cc(ccc1)O*)F)F']"
1238,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,Egc,3.4373,"['c1(O*)ccc(cc1)Oc1ccc(cc1)OC(c1cc(ccc1)C(=O)*)=O', 'c1c(C(=O)*)cccc1C(=O)Oc1ccc(cc1)Oc1ccc(cc1)O*', '*Oc1ccc(cc1)Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*', 'O=C(c1cc(ccc1)C(=O)*)Oc1ccc(cc1)Oc1ccc(cc1)O*', 'c1c(ccc(c1)OC(c1cccc(c1)C(=O)*)=O)Oc1ccc(cc1)O*']"
1240,[*]ON(C(F)(F)F)C(F)(F)C([*])(F)F,Egc,7.1742,"['*ON(C(F)(F)F)C(C(F)(F)*)(F)F', 'FC(N(C(F)(C(F)(*)F)F)O*)(F)F', 'FC(F)(C(*)(F)F)N(O*)C(F)(F)F', 'FC(F)(N(O*)C(F)(F)F)C(F)(*)F', 'C(F)(N(C(F)(F)F)O*)(C(F)(F)*)F']"
1241,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc([*])cc5)CCCCC4)cc3)cc2)cc1,Egc,3.9696,"['c1(ccc(C2(CCCCC2)c2ccc(*)cc2)cc1)Oc1ccc(S(=O)(c2ccc(cc2)O*)=O)cc1', 'c1cc(ccc1O*)S(=O)(c1ccc(cc1)Oc1ccc(cc1)C1(CCCCC1)c1ccc(*)cc1)=O', 'C1CCCC(c2ccc(cc2)Oc2ccc(cc2)S(c2ccc(O*)cc2)(=O)=O)(C1)c1ccc(cc1)*', 'c1c(S(=O)(c2ccc(cc2)Oc2ccc(cc2)C2(c3ccc(cc3)*)CCCCC2)=O)ccc(O*)c1', 'C1CCC(c2ccc(*)cc2)(CC1)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(O*)cc1']"
1242,[*]c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c([*])nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,Egc,3.1965,"['c1(Oc2cc3nc(c(-c4ccccc4)nc3cc2)*)ccc2c(c1)nc(c(-c1ccccc1)n2)-c1ccc(cc1)-c1ccc(*)cc1', 'c1c(ccc(*)c1)-c1ccc(cc1)-c1nc2cc(ccc2nc1-c1ccccc1)Oc1cc2c(nc(c(*)n2)-c2ccccc2)cc1', 'c1c(Oc2ccc3nc(-c4ccccc4)c(nc3c2)-c2ccc(cc2)-c2ccc(*)cc2)ccc2c1nc(*)c(-c1ccccc1)n2', 'c1cc(ccc1-c1ccc(-c2c(nc3ccc(Oc4ccc5c(nc(*)c(n5)-c5ccccc5)c4)cc3n2)-c2ccccc2)cc1)*', 'c1(-c2nc3c(nc2-c2ccc(-c4ccc(*)cc4)cc2)cc(Oc2ccc4c(c2)nc(c(n4)-c2ccccc2)*)cc3)ccccc1']"
1243,[*]c1ccc(-c2nc3cc(Oc4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,Egc,3.1353,"['n1c(-c2ccccc2)c(-c2ccc(*)cc2)nc2c1ccc(c2)Oc1ccc2c(c1)nc(c(n2)*)-c1ccccc1', 'n1c(-c2ccccc2)c(*)nc2ccc(Oc3ccc4nc(c(-c5ccc(cc5)*)nc4c3)-c3ccccc3)cc21', 'c1cc(ccc1)-c1nc2cc(ccc2nc1*)Oc1ccc2nc(c(-c3ccc(cc3)*)nc2c1)-c1ccccc1', 'c1cc(*)ccc1-c1c(-c2ccccc2)nc2c(n1)cc(cc2)Oc1cc2c(nc(c(n2)-c2ccccc2)*)cc1', 'c1c(*)ccc(c1)-c1nc2c(ccc(Oc3ccc4c(c3)nc(c(*)n4)-c3ccccc3)c2)nc1-c1ccccc1']"
1245,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,Egc,3.0165,"['c1cc(ccc1*)-c1ccc(-c2cnc3c(n2)ccc(c3)Oc2cc3c(cc2)nc(cn3)*)cc1', 'c12ncc(nc2ccc(c1)Oc1ccc2nc(-c3ccc(-c4ccc(*)cc4)cc3)cnc2c1)*', '*c1nc2c(cc(cc2)Oc2cc3ncc(-c4ccc(cc4)-c4ccc(cc4)*)nc3cc2)nc1', 'c12nc(-c3ccc(cc3)-c3ccc(cc3)*)cnc1cc(cc2)Oc1cc2ncc(nc2cc1)*', 'c1cc(*)ccc1-c1ccc(cc1)-c1cnc2cc(ccc2n1)Oc1ccc2c(ncc(*)n2)c1']"
1246,[*]c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,Egc,3.1085,"['c1(-c2nc3ccc(cc3nc2)-c2ccc3nc(cnc3c2)*)ccc(Oc2ccc(*)cc2)cc1', 'c1(-c2ccc3c(ncc(n3)-c3ccc(Oc4ccc(*)cc4)cc3)c2)cc2c(cc1)nc(cn2)*', 'n1cc(nc2c1cc(cc2)-c1ccc2c(ncc(*)n2)c1)-c1ccc(cc1)Oc1ccc(*)cc1', 'c1(ccc2nc(cnc2c1)*)-c1ccc2c(ncc(-c3ccc(cc3)Oc3ccc(cc3)*)n2)c1', 'n1c2c(nc(c1)-c1ccc(Oc3ccc(cc3)*)cc1)ccc(c2)-c1ccc2nc(cnc2c1)*']"
1248,[*]c1ccc(Oc2ccc(-c3cnc4cc5ncc([*])nc5cc4n3)cc2)cc1,Egc,2.782,"['c1cc(ccc1-c1cnc2cc3ncc(*)nc3cc2n1)Oc1ccc(cc1)*', 'c12nc(*)cnc1cc1c(nc(-c3ccc(cc3)Oc3ccc(cc3)*)cn1)c2', 'c1cc(ccc1Oc1ccc(cc1)*)-c1nc2cc3nc(*)cnc3cc2nc1', 'c1nc2c(cc3nc(*)cnc3c2)nc1-c1ccc(Oc2ccc(*)cc2)cc1', 'c1c(nc2cc3nc(-c4ccc(cc4)Oc4ccc(cc4)*)cnc3cc2n1)*']"
1249,[*]ON(C(F)(F)F)C(F)(Br)C([*])(F)F,Egc,6.3719,"['FC(F)(F)N(C(F)(Br)C(*)(F)F)O*', 'C(F)(Br)(N(O*)C(F)(F)F)C(*)(F)F', '*C(F)(C(Br)(F)N(O*)C(F)(F)F)F', 'FC(C(*)(F)F)(Br)N(O*)C(F)(F)F', 'FC(F)(N(C(C(F)(F)*)(F)Br)O*)F']"
1250,[*]ON(C(F)(F)F)C(F)(C([*])(F)F)C(F)(F)F,Egc,6.8426,"['N(C(F)(F)F)(C(C(F)(F)F)(C(*)(F)F)F)O*', 'FC(*)(C(N(C(F)(F)F)O*)(C(F)(F)F)F)F', 'N(O*)(C(C(F)(F)F)(C(F)(F)*)F)C(F)(F)F', 'FC(F)(N(C(C(F)(F)*)(C(F)(F)F)F)O*)F', 'N(C(F)(F)F)(O*)C(C(F)(F)F)(C(F)(F)*)F']"
1252,[*]CC(C)(CC)CO[*],Egc,5.6322,"['C(C(CO*)(CC)C)*', 'C(*)C(CC)(CO*)C', 'C(C(C)(CO*)C*)C', 'C(O*)C(CC)(C*)C', 'CC(CO*)(CC)C*']"
1253,[*]CC(CO[*])(COC=O)COC=O,Egc,6.4753,"['C(C*)(CO*)(COC=O)COC=O', 'O(CC(COC=O)(C*)CO*)C=O', 'C(C(CO*)(COC=O)COC=O)*', 'C(=O)OCC(C*)(CO*)COC=O', 'C(=O)OCC(CO*)(COC=O)C*']"
1254,[*]c1ccc2oc([*])nc2c1,Egc,3.9774,"['*c1ccc2c(c1)nc(*)o2', '*c1cc2nc(oc2cc1)*', 'o1c(nc2c1ccc(c2)*)*', 'c12c(nc(o2)*)cc(cc1)*', '*c1cc2c(cc1)oc(*)n2']"
1256,[*]Oc1ccc(C(=O)c2cccc(C(=O)c3ccc([*])cc3)c2)cc1,Egc,3.9576,"['c1(C(=O)c2cccc(c2)C(=O)c2ccc(cc2)*)ccc(O*)cc1', 'c1(ccc(O*)cc1)C(=O)c1cccc(C(c2ccc(*)cc2)=O)c1', 'c1cc(ccc1O*)C(c1cccc(c1)C(=O)c1ccc(*)cc1)=O', 'c1(C(c2ccc(O*)cc2)=O)cccc(c1)C(=O)c1ccc(*)cc1', 'O(c1ccc(C(c2cc(ccc2)C(c2ccc(cc2)*)=O)=O)cc1)*']"
1257,[*]Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc([*])cc3)cc2)cc1,Egc,3.3644,"['c1cc(Oc2ccc(cc2)C(c2c(cccc2)-c2ccccc2C(c2ccc(*)cc2)=O)=O)ccc1O*', 'c1ccc(-c2ccccc2C(c2ccc(cc2)Oc2ccc(O*)cc2)=O)c(c1)C(c1ccc(cc1)*)=O', 'C(=O)(c1c(cccc1)-c1c(cccc1)C(c1ccc(*)cc1)=O)c1ccc(Oc2ccc(cc2)O*)cc1', 'C(=O)(c1c(cccc1)-c1c(C(c2ccc(Oc3ccc(cc3)O*)cc2)=O)cccc1)c1ccc(cc1)*', 'c1c(ccc(C(=O)c2c(cccc2)-c2ccccc2C(c2ccc(Oc3ccc(cc3)O*)cc2)=O)c1)*']"
1258,[*]Oc1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc([*])cc5)c4)c3)cc2)cc1,Egc,3.724,"['O(c1ccc(Oc2ccc(C(c3cc(ccc3)-c3cc(C(=O)c4ccc(*)cc4)ccc3)=O)cc2)cc1)*', 'c1c(cc(cc1)-c1cc(C(c2ccc(*)cc2)=O)ccc1)C(c1ccc(cc1)Oc1ccc(cc1)O*)=O', 'C(c1ccc(cc1)Oc1ccc(O*)cc1)(c1cccc(c1)-c1cccc(C(c2ccc(*)cc2)=O)c1)=O', 'c1c(*)ccc(C(=O)c2cccc(-c3cc(ccc3)C(=O)c3ccc(Oc4ccc(cc4)O*)cc3)c2)c1', 'c1c(cc(cc1)-c1cc(ccc1)C(c1ccc(Oc2ccc(O*)cc2)cc1)=O)C(=O)c1ccc(*)cc1']"
1259,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,Egc,3.5517,"['C(c1ccc(*)cc1)(c1ccc(cc1)Oc1cc(c(cc1)O*)C)=O', '*Oc1c(cc(Oc2ccc(cc2)C(=O)c2ccc(*)cc2)cc1)C', 'c1(O*)c(C)cc(Oc2ccc(C(=O)c3ccc(cc3)*)cc2)cc1', 'Cc1cc(ccc1O*)Oc1ccc(C(=O)c2ccc(cc2)*)cc1', 'Cc1cc(ccc1O*)Oc1ccc(cc1)C(c1ccc(*)cc1)=O']"
1260,[*]c1ccc(Oc2ccc(-c3nc4cc5sc([*])nc5cc4s3)cc2)cc1,Egc,3.2878,"['c1cc(ccc1Oc1ccc(cc1)*)-c1sc2cc3nc(sc3cc2n1)*', 'c1(ccc(cc1)*)Oc1ccc(cc1)-c1nc2cc3sc(*)nc3cc2s1', 's1c(*)nc2c1cc1nc(-c3ccc(cc3)Oc3ccc(*)cc3)sc1c2', 'n1c2c(cc3nc(-c4ccc(Oc5ccc(cc5)*)cc4)sc3c2)sc1*', 'c1c(ccc(c1)-c1nc2cc3c(cc2s1)nc(*)s3)Oc1ccc(cc1)*']"
1261,[*]CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc([*])o4)o3)o2)o1,Egc,4.4843,"['c1c(oc(*)c1)C(c1ccc(o1)CNC(=O)OCc1ccc(COCc2oc(cc2)COC(NC*)=O)o1)(C)C', 'o1c(COC(=O)NC*)ccc1COCc1ccc(o1)COC(NCc1ccc(C(C)(c2oc(*)cc2)C)o1)=O', 'N(C*)C(OCc1oc(cc1)COCc1ccc(COC(=O)NCc2ccc(C(C)(C)c3ccc(*)o3)o2)o1)=O', 'c1(COC(=O)NCc2oc(cc2)C(c2ccc(*)o2)(C)C)ccc(COCc2oc(COC(=O)NC*)cc2)o1', 'o1c(COCc2ccc(COC(NC*)=O)o2)ccc1COC(=O)NCc1oc(cc1)C(C)(C)c1oc(*)cc1']"
1262,[*]COC(=O)NCc1ccc(CNC(=O)OCc2ccc([*])o2)o1,Egc,5.0674,"['C(NC(=O)OC*)c1ccc(CNC(OCc2ccc(o2)*)=O)o1', 'O(C(NCc1oc(cc1)CNC(OC*)=O)=O)Cc1oc(cc1)*', 'c1(oc(COC(NCc2ccc(CNC(OC*)=O)o2)=O)cc1)*', 'c1(COC(NCc2ccc(o2)CNC(OC*)=O)=O)oc(*)cc1', '*COC(NCc1oc(cc1)CNC(OCc1ccc(*)o1)=O)=O']"
1264,[*]c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c([*])nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,Egc,3.2485,"['c1(ccc(cc1)-n1c2c(cccc2)nc1-c1ccc(Oc2ccc(C(c3ccc(cc3)Oc3ccc(cc3)C(=O)c3ccc(Oc4ccc(*)cc4)cc3)=O)cc2)cc1)-n1c(*)nc2ccccc12', 'O(c1ccc(cc1)C(c1ccc(cc1)Oc1ccc(*)cc1)=O)c1ccc(C(c2ccc(Oc3ccc(cc3)-c3nc4c(cccc4)n3-c3ccc(cc3)-n3c4ccccc4nc3*)cc2)=O)cc1', 'O(c1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(C(=O)c2ccc(Oc3ccc(-c4n(-c5ccc(cc5)-n5c6ccccc6nc5*)c5c(n4)cccc5)cc3)cc2)cc1)c1ccc(*)cc1', 'c1c(Oc2ccc(cc2)-c2nc3c(cccc3)n2-c2ccc(cc2)-n2c3ccccc3nc2*)ccc(C(c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(cc5)*)cc4)cc3)cc2)=O)c1', 'c1c(ccc(Oc2ccc(cc2)C(=O)c2ccc(cc2)Oc2ccc(cc2)*)c1)C(c1ccc(cc1)Oc1ccc(cc1)-c1nc2c(cccc2)n1-c1ccc(cc1)-n1c(*)nc2ccccc12)=O']"
1265,[*]C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1([*])F,Egc,8.2297,"['FC1(*)OC(C(Cl)(F)F)(C(F)(F)F)OC1(F)*', 'FC(F)(C1(C(F)(F)Cl)OC(*)(C(O1)(F)*)F)F', 'O1C(F)(*)C(*)(F)OC1(C(F)(F)F)C(F)(Cl)F', 'FC(F)(F)C1(C(F)(Cl)F)OC(F)(*)C(*)(O1)F', 'C1(OC(OC1(F)*)(C(F)(F)F)C(Cl)(F)F)(*)F']"
1266,[*]C1OC(C(F)(F)F)(C(F)(F)F)OC1([*])F,Egc,8.2782,"['O1C(C(F)(F)F)(C(F)(F)F)OC(*)C1(*)F', 'O1C(OC(F)(C1*)*)(C(F)(F)F)C(F)(F)F', 'C(F)(C1(OC(C(O1)(F)*)*)C(F)(F)F)(F)F', 'FC(F)(C1(C(F)(F)F)OC(C(O1)*)(F)*)F', 'FC(F)(F)C1(C(F)(F)F)OC(*)(C(O1)*)F']"
1267,[*]c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N([*])C8=O)cccc56)cc4C3=O)c(C)c2)cc1C,Egc,3.4317,"['Cc1c(c(C)cc(Cc2cc(c(c(C)c2)N2C(c3cc(ccc3C2=O)Oc2c3c(c(Oc4ccc5C(=O)N(C(c5c4)=O)*)ccc3)ccc2)=O)C)c1)*', 'C1(=O)N(C(c2c1cc(cc2)Oc1c2c(ccc1)c(ccc2)Oc1ccc2C(N(c3c(C)cc(cc3C)Cc3cc(C)c(c(c3)C)*)C(c2c1)=O)=O)=O)*', 'C1(N(C(c2c1ccc(c2)Oc1cccc2c(Oc3ccc4c(C(N(*)C4=O)=O)c3)cccc12)=O)c1c(cc(Cc2cc(C)c(c(C)c2)*)cc1C)C)=O', 'C(c1cc(C)c(*)c(C)c1)c1cc(C)c(c(c1)C)N1C(c2c(C1=O)ccc(Oc1c3c(ccc1)c(Oc1cc4C(N(C(c4cc1)=O)*)=O)ccc3)c2)=O', 'Cc1cc(Cc2cc(c(*)c(c2)C)C)cc(c1N1C(=O)c2ccc(Oc3cccc4c3cccc4Oc3cc4c(C(=O)N(C4=O)*)cc3)cc2C1=O)C']"
1268,[*]CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O[*])cc2)c2ccccc2)cc1,Egc,3.9898,"['C(CCCCC*)Oc1ccc(C(=O)N(c2ccccc2)C(=O)c2ccc(cc2)O*)cc1', 'O=C(N(c1ccccc1)C(c1ccc(cc1)OCCCCCC*)=O)c1ccc(O*)cc1', 'c1cc(ccc1C(N(c1ccccc1)C(=O)c1ccc(cc1)O*)=O)OCCCCCC*', 'C(CCCC*)COc1ccc(C(=O)N(C(c2ccc(cc2)O*)=O)c2ccccc2)cc1', 'c1cc(ccc1C(=O)N(c1ccccc1)C(=O)c1ccc(cc1)O*)OCCCCCC*']"
1269,[*]Oc1c(C)c(C)c(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc([*])cc4)cc3)cc2)c(C)c1C,Egc,3.2842,"['c1(ccc(cc1)Oc1c(C)c(C)c(O*)c(C)c1C)NC(c1ccc(cc1)C(=O)Nc1ccc(cc1)*)=O', 'c1(c(O*)c(C)c(c(Oc2ccc(NC(=O)c3ccc(cc3)C(Nc3ccc(*)cc3)=O)cc2)c1C)C)C', '*Oc1c(C)c(c(Oc2ccc(cc2)NC(=O)c2ccc(cc2)C(Nc2ccc(*)cc2)=O)c(c1C)C)C', 'c1cc(Oc2c(C)c(c(O*)c(C)c2C)C)ccc1NC(=O)c1ccc(cc1)C(Nc1ccc(cc1)*)=O', 'Cc1c(Oc2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(*)cc4)cc3)cc2)c(C)c(C)c(O*)c1C']"
