Unnamed: 0,smiles,property,value,Polymer_BRICS
1568,[*]CCCCCCCCCCCCC(=O)N[*],Egc,6.0892,"['N', 'CCCCCCCCCCCCC=O']"
1569,[*]NC1CCC(CC2CCC(NC(=O)CCCCC([*])=O)CC2)CC1,Egc,5.6991,"['O=CCCCCC=O', 'N', 'N', 'C1CCCCC1', 'C']"
1570,[*]CCCP(CCCNC(=O)CCCCC(=O)N[*])CC(C)C,Egc,5.1348,"['N', 'O=CCCCCC=O', 'N', 'CCCP(CCC)CC(C)C']"
1571,[*]OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C([*])=O)cc2)cc1,Egc,4.0657,"['O', 'NCN', 'C=O', 'C=O', 'c1ccccc1']"
1572,[*]CCCCCCCCCCNC(=O)CCCCC(=O)N[*],Egc,5.8086,"['N', 'O=CCCCCC=O', 'N', 'CCCCCCCCCC']"
1573,[*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.9125,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1574,[*]CC1CCC(CNC(=O)c2cc(C(=O)N[*])cc(C(C)(C)C)c2)CC1,Egc,4.8744,"['N', 'N', 'C=O', 'C', 'C', 'CC(C)C', 'c1ccccc1', 'C1CCCCC1']"
1575,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,Egc,5.7012,"['O=CCCCCCCCCCCC=O', 'N', 'N', 'C1CCCCC1', 'C']"
1576,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCC([*])=O)CC2)CC1,Egc,5.8072,"['O=CCCCCCCCCC=O', 'N', 'N', 'C1CCCCC1', 'C']"
1577,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(C([*])=O)c3)cc2)cc1,Egc,3.4939,"['N', 'N', 'C=O', 'C=O', 'c1ccccc1', 'c1ccccc1']"
1578,[*]CCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Egc,5.0813,"['N', 'N', 'CCCCCC', 'C=O', 'c1ccccc1']"
1579,[*]CC1CCC(CNC(=O)c2cccc(C(=O)N[*])c2)CC1,Egc,4.9032,"['N', 'N', 'C=O', 'c1ccccc1', 'C', 'C', 'C1CCCCC1']"
1580,[*]CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N[*])c1,Egc,4.994,"['N', 'N', 'CCC(C)C(C)CC', 'C=O', 'c1ccccc1']"
1581,[*]CCCC(C)(C)CNC(=O)c1cccc(C(=O)N[*])c1,Egc,5.0204,"['N', 'N', 'CCCC(C)(C)C', 'C=O', 'c1ccccc1']"
1582,[*]CC1CC(CNC(=O)c2cccc(C(=O)N[*])c2)CC(C(C)(C)C)C1,Egc,4.8842,"['N', 'N', 'C=O', 'c1ccccc1', 'C', 'C', 'CC(C)C', 'C1CCCCC1']"
1583,[*]CC1CCCC(CNC(=O)c2cccc(C(=O)N[*])c2)C1,Egc,4.8123,"['N', 'N', 'C=O', 'c1ccccc1', 'C', 'C', 'C1CCCCC1']"
1584,[*]CCCCCCCCNC(=O)Cc1ccc(CC(=O)N[*])cc1,Egc,5.1086,"['N', 'N', 'CCCCCCCC', 'CC=O', 'c1ccccc1']"
1585,[*]CCCCCCNC(=O)CCP(=S)(CCC(=O)N[*])c1ccccc1,Egc,4.6741,"['N', 'O=CCCP(=S)(CCC=O)c1ccccc1', 'N', 'CCCCCC']"
1586,[*]CCCCCCNC(=O)CCP(=O)(CCC(=O)N[*])c1ccccc1,Egc,4.8862,"['N', 'O=CCCP(=O)(CCC=O)c1ccccc1', 'N', 'CCCCCC']"
1587,[*]NC1CC(C)(C)CC(C)(CNC(=O)CCCCC([*])=O)C1,Egc,5.6216,"['O=CCCCCC=O', 'N', 'N', 'C', 'CC1CCCC(C)(C)C1']"
1588,[*]Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N[*])cc1,Egc,5.2323,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'C', 'C', 'c1ccccc1']"
1589,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N[*])cc1,Egc,5.2897,"['N', 'O=CCCCCCCCCCCCCCC=O', 'N', 'C', 'C', 'c1ccccc1']"
1590,[*]NC(C)(C)CC([*])=O,Egc,5.5484,"['N', 'CC(C)CC=O']"
1591,[*]CCCC(C)(C)CNC(=O)CCCCC(=O)N[*],Egc,5.8218,"['N', 'O=CCCCCC=O', 'N', 'CCCC(C)(C)C']"
1592,[*]CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N[*],Egc,5.8095,"['N', 'O=CCCCCC=O', 'N', 'CCC(C)(C)CC(C)C']"
1593,[*]Nc1cccc2c(NC(=O)c3cccc(C([*])=O)c3)cccc12,Egc,3.1462,"['N', 'N', 'c1ccc2ccccc2c1', 'C=O', 'C=O', 'c1ccccc1']"
1594,[*]Nc1cccc(NC(=O)c2cccc(C([*])=O)c2)c1,Egc,4.1202,"['N', 'N', 'c1ccccc1', 'C=O', 'C=O']"
1595,[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,Egc,3.551,"['N', 'N', 'c1ccccc1', 'C=O', 'C=O', 'c1ccccc1']"
1596,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,Egc,3.2673,"['N', 'N', 'c1ccccc1', 'C=O', 'C=O']"
1597,[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.3951,"['N', 'N', 'C=O', 'C=O', 'c1ccccc1']"
1598,[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,Egc,4.6978,"['N', 'N', 'CCCC(CC)C(C)C', 'C=O', 'c1ccccc1']"
1599,[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,Egc,4.6365,"['N', 'N', 'CCCCCCC', 'C=O', 'c1ccccc1']"
1600,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.2294,"['N', 'N', 'C=O', 'C=O', 'c1ccccc1', 'C']"
1601,[*]CCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.928,"['N', 'O=CCCCCCCCC=O', 'N', 'CCCCCCCCC']"
1602,[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],Egc,5.7761,"['N', 'O=CCCCCCCC=O', 'N', 'CCCCCCCC']"
1603,[*]CC(=O)N[*],Egc,6.0823,"['N', 'CC=O']"
1604,[*]NC(CCC(=O)OC)C([*])=O,Egc,5.9283,"['CO', 'N', 'O=CCCCC=O']"
1605,[*]CCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.5356,"['N', 'N', 'CCCC', 'CCCC=O']"
1606,[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,Egc,5.5924,"['C1CNCCN1', 'O=CCCCCCCCCC=O']"
1607,[*]C(=O)CCCCC(=O)N1CCN([*])CC1,Egc,5.6091,"['C1CNCCN1', 'O=CCCCCC=O']"
1608,[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.6458,"['N', 'N', 'CCCCCC', 'CCCC=O']"
1609,[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],Egc,5.7269,"['N', 'O=CC=O', 'N', 'CCCCCCCCCCCC']"
1610,[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.6731,"['N', 'N', 'CCCCCCCCCC', 'CCCC=O']"
1611,[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.9559,"['N', 'O=CCCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1612,[*]CC(C)(C)C(=O)N[*],Egc,5.6887,"['N', 'CC(C)(C)C=O']"
1613,[*]CCCCC(C)CC(=O)N[*],Egc,6.0469,"['N', 'CCCCC(C)CC=O']"
1614,[*]CCCC(C)CCC(=O)N[*],Egc,5.9091,"['N', 'CCCC(C)CCC=O']"
1615,[*]CC(C)CCCCC(=O)N[*],Egc,6.0272,"['N', 'CC(C)CCCCC=O']"
1616,[*]NC(C)CC([*])=O,Egc,5.711,"['N', 'CCCC=O']"
1617,[*]CCCC(=O)N[*],Egc,5.5236,"['N', 'CCCC=O']"
1618,[*]CCCC(C)CC(=O)N[*],Egc,6.0894,"['N', 'CCCC(C)CC=O']"
1619,[*]CCCCC(=O)N[*],Egc,5.9658,"['N', 'CCCCC=O']"
1620,[*]CCCCCCCCCCCCCCCCC(=O)N[*],Egc,6.0239,"['N', 'CCCCCCCCCCCCCCCCC=O']"
1621,[*]CNC(=O)CCCCC(=O)N[*],Egc,6.0289,"['CN', 'N', 'O=CCCCCC=O']"
1622,[*]CNC(=O)CCCCCCCCC(=O)N[*],Egc,6.1742,"['CN', 'N', 'O=CCCCCCCCCC=O']"
1623,[*]CCNC(=O)CCCCC(=O)N[*],Egc,5.8254,"['N', 'O=CCCCCC=O', 'N', 'CC']"
1624,[*]CCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.9828,"['N', 'O=CCCCCCCCCC=O', 'N', 'CC']"
1625,[*]CCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.5657,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'CC']"
1626,[*]CCCCNC(=O)CCCCCC(=O)N[*],Egc,5.7771,"['N', 'O=CCCCCCC=O', 'N', 'CCCC']"
1627,[*]CCCCNC(=O)CCCCCCC(=O)N[*],Egc,6.0697,"['N', 'O=CCCCCCCC=O', 'N', 'CCCC']"
1628,[*]CCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.9048,"['N', 'O=CCCCCCCCC=O', 'N', 'CCCC']"
1629,[*]CCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.9628,"['N', 'O=CCCCCCCCCCC=O', 'N', 'CCCC']"
1630,[*]CCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.9492,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'CCCC']"
1631,[*]CCCCCNC(=O)CC(=O)N[*],Egc,5.7523,"['N', 'O=CCC=O', 'N', 'CCCCC']"
1632,[*]CCCCCNC(=O)CCCCCC(=O)N[*],Egc,5.9272,"['N', 'O=CCCCCCC=O', 'N', 'CCCCC']"
1633,[*]CCCCCNC(=O)CCCCCCC(=O)N[*],Egc,5.9286,"['N', 'O=CCCCCCCC=O', 'N', 'CCCCC']"
1634,[*]CCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.6828,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCC']"
1635,[*]CCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,5.8927,"['N', 'O=CCCCCCCCCCCCCC=O', 'N', 'CCCCC']"
1636,[*]CCCCCCNC(=O)CCCC(=O)N[*],Egc,5.7154,"['N', 'O=CCCCC=O', 'N', 'CCCCCC']"
1637,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.8888,"['N', 'O=CCCCCCCCCCCCCCCCCC=O', 'N', 'CCCCCC']"
1638,[*]CCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.8296,"['N', 'O=CCCCCCCCC=O', 'N', 'CCCCCCC']"
1639,[*]CCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.7365,"['N', 'O=CCCCCCCCCCC=O', 'N', 'CCCCCCC']"
1640,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,5.9612,"['N', 'O=CCCCCCCCCCCCCC=O', 'N', 'CCCCCCCC']"
1641,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.8607,"['N', 'O=CCCCCCCCCCCCCCCCCCCC=O', 'N', 'CCCCCCCC']"
1642,[*]CCCCCCCCCNC(=O)CCCCCC(=O)N[*],Egc,5.9578,"['N', 'O=CCCCCCC=O', 'N', 'CCCCCCCCC']"
1643,[*]CCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.6744,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCCCCCC']"
1644,[*]CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.9794,"['N', 'O=CCCCCCCCCCC=O', 'N', 'CCCCCCCCC']"
1645,[*]CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],Egc,5.7342,"['N', 'O=CCCCCCCCCCCCC=O', 'N', 'CCCCCCCCC']"
1646,[*]CCCCCCCCCCNC(=O)CCCCCCC(=O)N[*],Egc,5.9989,"['N', 'O=CCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1647,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,5.8204,"['N', 'O=CCCCCCCCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1648,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.9174,"['N', 'O=CCCCCCCCCCCCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1649,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.7824,"['N', 'O=CCCCCCCCCCCCCCCCCCCCCC=O', 'N', 'CCCCCCCCCC']"
1650,[*]CCCCCCCCCCCNC(=O)CCCCC(=O)N[*],Egc,6.1376,"['N', 'O=CCCCCC=O', 'N', 'CCCCCCCCCCC']"
1651,[*]CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.9682,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCCCCCCCC']"
1652,[*]CCCCCCCCCCCCNC(=O)CCCCC(=O)N[*],Egc,5.5516,"['N', 'O=CCCCCC=O', 'N', 'CCCCCCCCCCCC']"
1653,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.9688,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCCCCCCCCC']"
1654,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.9644,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'CCCCCCCCCCCC']"
1655,[*]CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.927,"['N', 'O=CCCCCCCCCCCCCCCCCCCCCC=O', 'N', 'CCCCCCCCCCCC']"
1656,[*]CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.9115,"['N', 'O=CCCCCCCCCC=O', 'N', 'CCCCCCCCCCCCCC']"
1657,[*]CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.9384,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'CCCCCCCCCCCCCC']"
1658,[*]CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.6172,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'CCCCCCCCCCCCCCCCCC']"
1659,[*]NC(C)C(C)C([*])=O,Egc,6.1482,"['N', 'CCC(C)C=O']"
1660,[*]Nc1cccc(C([*])=O)c1,Egc,4.1556,"['N', 'C=O', 'c1ccccc1']"
1661,[*]Nc1ccc(C([*])=O)cc1,Egc,3.7503,"['N', 'C=O', 'c1ccccc1']"
1662,[*]CCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.7523,"['N', 'N', 'CCC', 'CCCC=O']"
1663,[*]CC=CCNC(=O)CCC=CCCC(=O)N[*],Egc,5.3865,"['N', 'N', 'CCCC=O', 'CC', 'CC']"
1664,[*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.2366,"['N', 'N', 'CCCCCCCC', 'CCCC=O']"
1665,[*]CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N[*],Egc,4.9889,"['N', 'N', 'CCCCCCCCCC', 'CCC=O']"
1666,[*]Cc1ccc(C(=O)N[*])cc1,Egc,5.0419,"['N', 'C=O', 'C', 'c1ccccc1']"
1667,[*]NC1CC(CCC([*])=O)C1(C)C,Egc,5.7546,"['N', 'CCC=O', 'CC1(C)CCC1']"
1668,[*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.6551,"['N', 'N', 'CCCCCCCCC', 'CCCC=O']"
1669,[*]CCCCCCNC(=O)C1CC1(C)C(=O)N[*],Egc,6.1739,"['N', 'N', 'CCCCCC', 'C=O', 'CC1CC1']"
1670,[*]CCCCCCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,Egc,4.9311,"['N', 'N', 'CCCCCCCCCCC', 'C=O', 'c1ccccc1']"
1671,[*]CC1CCC(CNC(=O)CCCC(=O)N[*])CC1,Egc,6.0036,"['N', 'O=CCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1672,[*]CC1CCC(CNC(=O)CCCCCC(=O)N[*])CC1,Egc,5.787,"['N', 'O=CCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1673,[*]CC1CCC(CNC(=O)CCCCCCC(=O)N[*])CC1,Egc,5.8707,"['N', 'O=CCCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1674,[*]CC1CCC(CNC(=O)CCCCCCCC(=O)N[*])CC1,Egc,5.7062,"['N', 'O=CCCCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1675,[*]CC1CCC(CNC(=O)CCCCCCCCC(=O)N[*])CC1,Egc,5.7331,"['N', 'O=CCCCCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1676,[*]CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N[*])CC1,Egc,5.9594,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
1677,[*]NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,Egc,5.7235,"['O=CCCCCCCCCCCC=O', 'N', 'N', 'C1CCCCC1', 'CC']"
1678,[*]Nc1ccc(NC(=O)CCCCC([*])=O)cc1,Egc,4.5219,"['O=CCCCCC=O', 'N', 'N', 'c1ccccc1']"
1679,[*]Nc1cccc(NC(=O)CCCCCCC([*])=O)c1,Egc,4.8656,"['O=CCCCCCCC=O', 'N', 'N', 'c1ccccc1']"
1680,[*]Nc1ccc(NC(=O)CCCCCCC([*])=O)cc1,Egc,4.498,"['O=CCCCCCCC=O', 'N', 'N', 'c1ccccc1']"
1681,[*]Nc1ccc(NC(=O)CCCCCCCCC([*])=O)cc1,Egc,4.5375,"['O=CCCCCCCCCC=O', 'N', 'N', 'c1ccccc1']"
1682,[*]Cc1ccc(CNC(=O)c2cccc(C(=O)N[*])c2)cc1,Egc,4.6753,"['N', 'N', 'C=O', 'c1ccccc1', 'C', 'C', 'c1ccccc1']"
1683,[*]CCC(=O)N([*])C,Egc,5.368,"['CN', 'CCC=O']"
1684,[*]CCCCCCCCCCC(=O)N([*])C,Egc,5.7405,"['CN', 'CCCCCCCCCCC=O']"
1685,[*]CCCCCCCCCCCC(=O)N([*])C,Egc,5.8019,"['CN', 'CCCCCCCCCCCC=O']"
1686,[*]CCC(=O)N(CCN(C(=O)CCN1CCN([*])CC1)C(C)C)C(C)C,Egc,4.3463,"['CCC=O', 'CCC=O', 'C1CNCCN1', 'CCC', 'N', 'CC']"
1687,[*]C(=O)CCN(C)CCN(C)CCC(=O)N1CCN([*])CC1,Egc,4.9845,"['C1CNCCN1', 'CCC=O', 'CCC=O', 'CN', 'CC']"
1688,[*]C(=O)C1CC(OC(C)=O)CN1[*],Egc,4.1614,"['CC=O', 'O', 'C=O', 'C1CCNC1']"
1689,[*]C(=O)C1CCCN1[*],Egc,5.5773,"['C=O', 'C1CCNC1']"
1690,[*]NC(CCCCN)C([*])=O,Egc,5.1712,"['N', 'NCCCCCC=O']"
1691,[*]C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1[*],Egc,5.248,"['N', 'CC=O', 'C=O', 'C1CCNC1', 'C1CCNC1']"
1692,[*]NC(CSC(=O)OCc1ccccc1)C([*])=O,Egc,5.0387,"['O', 'N', 'O=CS', 'CCC=O', 'C', 'c1ccccc1']"
1693,[*]NC(CC(=O)OCCC)C([*])=O,Egc,5.0074,"['O', 'CCC', 'N', 'O=CCCC=O']"
1694,[*]NC(CC(=O)OCc1ccc(Cl)cc1)C([*])=O,Egc,5.1636,"['O', 'N', 'O=CCCC=O', 'C', 'Clc1ccccc1']"
1695,[*]C(=O)C(C)NC(=O)CNC(=O)C1CCCN1[*],Egc,5.7716,"['N', 'CCC=O', 'CC=O', 'C=O', 'C1CCNC1']"
1696,[*]NC(C)C(=O)NCC(=O)NCC(=O)NCC([*])=O,Egc,5.9084,"['N', 'CCC=O', 'N', 'CC=O', 'CC=O']"
1697,[*]NC(C)C(=O)NCC([*])=O,Egc,5.7945,"['N', 'CC=O', 'N', 'CCC=O']"
1698,[*]NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC([*])=O,Egc,5.3361,"['O', 'CC', 'N', 'CCC=O', 'N', 'CC=O', 'O=CCCCC=O']"
1699,[*]NC(C)C(=O)NC(C)C(=O)NCC([*])=O,Egc,5.7884,"['N', 'CCC=O', 'N', 'CC=O']"
1700,[*]NC(C)C([*])=O,Egc,6.0729,"['N', 'CCC=O']"
1701,[*]C(=O)NCCCCCCCCCCNC(=O)c1ccc([*])nc1,Egc,4.5311,"['C=O', 'N', 'CCCCCCCCCC', 'C=O', 'c1ccncc1']"
1702,[*]C(=O)NCCCCCCNC(=O)c1ccc([*])nc1,Egc,4.574,"['C=O', 'N', 'CCCCCC', 'C=O', 'c1ccncc1']"
1703,[*]C(=O)NCCCCCCNC(=O)c1cccc([*])n1,Egc,4.786,"['C=O', 'N', 'CCCCCC', 'C=O', 'c1ccncc1']"
1704,[*]C(=O)NCCCCCCNC(=O)c1ccncc1[*],Egc,4.5298,"['C=O', 'N', 'CCCCCC', 'C=O', 'c1ccncc1']"
1705,[*]C(=O)NCCCCCCNC(=O)c1cncc([*])c1,Egc,4.9388,"['C=O', 'N', 'CCCCCC', 'C=O', 'c1ccncc1']"
1706,[*]C(=O)NCCCCCCNC(=O)c1cc([*])c(C)nc1C,Egc,5.2417,"['C=O', 'N', 'CCCCCC', 'C=O', 'Cc1cccc(C)n1']"
1707,[*]C(=O)NCCCCCCCCNC(=O)c1ccc([*])nc1,Egc,4.7836,"['C=O', 'N', 'CCCCCCCC', 'C=O', 'c1ccncc1']"
1708,[*]C(=O)NCCCCCCCCNC(=O)c1cncc([*])c1,Egc,4.7551,"['C=O', 'N', 'CCCCCCCC', 'C=O', 'c1ccncc1']"
1709,[*]CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,Egc,5.2644,"['CCCCCCCCCCC=O', 'O', 'CCCCC=O', 'N', 'C', 'c1ccccc1']"
1710,[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,Egc,5.142,"['CCCCCC=O', 'O', 'CCCCC=O', 'N', 'C', 'c1ccccc1']"
1711,[*]CCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],Egc,5.9827,"['CCCCCCC=O', 'O', 'CCCC=O', 'N', 'CCCCCC']"
1712,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO[*],Egc,5.9843,"['CCCCCCCCCCC=O', 'O', 'CCCCC=O', 'N', 'CCCCCC']"
1713,[*]CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],Egc,6.0291,"['CCCCCCCCCCC=O', 'O', 'CCCC=O', 'N', 'CCCCCC']"
1714,[*]CCCCC(=O)NCCCCCCNC(=O)CCCO[*],Egc,5.9543,"['CCCCC=O', 'O', 'CCCC=O', 'N', 'CCCCCC']"
1715,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO[*],Egc,5.9837,"['CCCCCCCCC=O', 'O', 'CCCC=O', 'N', 'CCCCCC']"
1716,[*]CCCCCCNC(=O)C(=O)N[*],Egc,5.1495,"['N', 'O=CC=O', 'N', 'CCCCCC']"
1717,[*]NNC(=O)CCCCCCCCC([*])=O,Egc,6.0464,['NNC(=O)CCCCCCCCC=O']
1718,[*]NNC(=O)CCCCC([*])=O,Egc,5.6711,['NNC(=O)CCCCC=O']
1719,[*]C(=O)c1ccc(C(=O)N2CCN([*])CC2)cc1,Egc,4.6128,"['C1CNCCN1', 'C=O', 'C=O', 'c1ccccc1']"
1720,[*]C(=O)CCN1CCN(CCC(=O)N2CCN([*])C(C)C2)CC1,Egc,4.9509,"['CC1CNCCN1', 'CCC=O', 'CCC=O', 'C1CNCCN1']"
1721,[*]C(=O)CCC=CCCC(=O)N1CCN([*])CC1,Egc,5.4878,"['C1CNCCN1', 'CCCC=O', 'CCCC=O']"
1722,[*]C(=O)c1cccc(C(=O)N2CCN([*])CC2)c1,Egc,4.7816,"['C1CNCCN1', 'C=O', 'C=O', 'c1ccccc1']"
1723,[*]C(=O)C1CC1C(=O)N1CCN([*])CC1,Egc,5.7206,"['C1CNCCN1', 'C=O', 'C=O', 'C1CC1']"
1724,[*]CCOCC(=O)NCCNC(=O)CO[*],Egc,5.9751,"['CC=O', 'CC', 'O', 'O', 'N', 'CC']"
1725,[*]Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC([*])=O)cc1,Egc,4.455,"['O=CCCCCCCCCC=O', 'N', 'N', 'CC(C)C', 'c1ccccc1']"
1726,[*]NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C([*])=O)C(C)C)C(C)C,Egc,5.7985,"['N', 'CCC=O', 'N', 'CC(C)CC=O', 'CC(C)CC=O']"
1727,[*]NC(C)C(=O)NCCCC([*])=O,Egc,5.7766,"['N', 'CCC=O', 'N', 'CCCC=O']"
1728,[*]CC(C)C(=O)N[*],Egc,6.0647,"['N', 'CC(C)C=O']"
1729,[*]NC(CSSCc1ccccc1)C([*])=O,Egc,4.9511,"['N', 'CCC=O', 'SS', 'C', 'c1ccccc1']"
1730,[*]CCC(=O)NCC(=O)N[*],Egc,6.1234,"['CCC=O', 'N', 'N', 'CC=O']"
1731,[*]C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1[*])c1ccccc1,Egc,5.0377,"['N', 'C=O', 'C1CCNC1', 'C1CCNC1', 'CC=O', 'c1ccccc1']"
1732,[*]NC(C([*])=O)C(Cc1ccccc1)c1c[nH]cn1,Egc,4.764,"['N', 'c1c[nH]cn1', 'c1ccccc1', 'CCCC=O']"
1733,[*]NC(C([*])=O)C(C)CC,Egc,5.462,"['N', 'CCC(C)CC=O']"
1734,[*]NC(CC(C)C)C([*])=O,Egc,6.106,"['N', 'CC(C)CCC=O']"
1735,[*]NC(COC(C)=O)C([*])=O,Egc,5.9781,"['CC=O', 'O', 'N', 'CCC=O']"
1736,[*]NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C([*])=O,Egc,4.9567,"['C=O', 'O', 'N', 'C', 'c1ccccc1', 'CCC=O', 'c1ccccc1']"
1737,[*]NC1CCCC1C([*])=O,Egc,5.8804,"['N', 'C=O', 'C1CCCC1']"
1738,[*]CC(C)(CCCC)C(=O)N[*],Egc,6.0622,"['N', 'CCCCC(C)(C)C=O']"
1739,[*]CC(C)(CC)C(=O)N[*],Egc,5.7057,"['N', 'CCC(C)(C)C=O']"
1740,[*]CC(C)(CCC)C(=O)N[*],Egc,5.8261,"['N', 'CCCC(C)(C)C=O']"
1741,[*]C(=O)NC1CCCC([*])O1,Egc,6.2047,"['C=O', 'N', 'C1CCOCC1']"
1742,[*]CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N[*])C1,Egc,5.83,"['N', 'O=CCCCCCCCCCCC=O', 'N', 'C', 'C', 'C1CCCCC1']"
