Unnamed: 0,smiles,property,value,polymer_automated_frag,polymer_automated_frag_aug
318,[*]C(=O)NOCCCCO[*],Eat,-5.44,C=O,"[['C=O', 'N', 'O', 'C', 'C', 'C', 'C', 'O'], ['O', 'C=O', 'N', 'O', 'C', 'C', 'C', 'C'], ['C', 'O', 'C=O', 'N', 'O', 'C', 'C', 'C'], ['C', 'C', 'O', 'C=O', 'N', 'O', 'C', 'C'], ['C', 'C', 'C', 'O', 'C=O', 'N', 'O', 'C'], ['C', 'C', 'C', 'C', 'O', 'C=O', 'N', 'O'], ['O', 'C', 'C', 'C', 'C', 'O', 'C=O', 'N'], ['N', 'O', 'C', 'C', 'C', 'C', 'O', 'C=O']]"
319,[*]OC(C=C1)=CC=C1C(=O)C(S2)=CC=C2C(=O)NOC(=O)[*],Eat,-6.35,O,"[['O', 'c1ccccc1', 'C=O', 'c1ccsc1', 'C=O', 'N', 'O', 'C=O'], ['C=O', 'O', 'c1ccccc1', 'C=O', 'c1ccsc1', 'C=O', 'N', 'O'], ['O', 'C=O', 'O', 'c1ccccc1', 'C=O', 'c1ccsc1', 'C=O', 'N'], ['N', 'O', 'C=O', 'O', 'c1ccccc1', 'C=O', 'c1ccsc1', 'C=O'], ['C=O', 'N', 'O', 'C=O', 'O', 'c1ccccc1', 'C=O', 'c1ccsc1'], ['c1ccsc1', 'C=O', 'N', 'O', 'C=O', 'O', 'c1ccccc1', 'C=O'], ['C=O', 'c1ccsc1', 'C=O', 'N', 'O', 'C=O', 'O', 'c1ccccc1'], ['c1ccccc1', 'C=O', 'c1ccsc1', 'C=O', 'N', 'O', 'C=O', 'O']]"
320,[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Eat,-5.83,C(F)F,"[['C(F)F', 'c1ccsc1', 'FCF', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'c1ccsc1', 'FCF'], ['FCF', 'c1cccs1', 'C(F)F', 'c1ccsc1'], ['c1ccsc1', 'FCF', 'c1cccs1', 'C(F)F']]"
321,[*]C(F)(F)C(S1)=CC=C1C(F)(F)C(=S)[*],Eat,-5.65,C(F)F,"[['C(F)F', 'c1ccsc1', 'FCF', 'C=S'], ['C=S', 'C(F)F', 'c1ccsc1', 'FCF'], ['FCF', 'C=S', 'C(F)F', 'c1ccsc1'], ['c1ccsc1', 'FCF', 'C=S', 'C(F)F']]"
322,[*]C(F)(F)C(S1)=CC=C1C(F)(F)O[*],Eat,-5.68,C(F)F,"[['C(F)F', 'c1ccsc1', 'FCF', 'O'], ['O', 'C(F)F', 'c1ccsc1', 'FCF'], ['FCF', 'O', 'C(F)F', 'c1ccsc1'], ['c1ccsc1', 'FCF', 'O', 'C(F)F']]"
323,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(S2)=CC=C2[*],Eat,-5.99,C(F)F,"[['C(F)F', 'c1ccccc1', 'FCF', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'c1ccccc1', 'FCF'], ['FCF', 'c1cccs1', 'C(F)F', 'c1ccccc1'], ['c1ccccc1', 'FCF', 'c1cccs1', 'C(F)F']]"
324,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(C=C2)=CC=C2[*],Eat,-6.06,C(F)F,"[['C(F)F', 'c1ccccc1', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'c1ccccc1', 'FCF'], ['FCF', 'c1ccccc1', 'C(F)F', 'c1ccccc1'], ['c1ccccc1', 'FCF', 'c1ccccc1', 'C(F)F']]"
325,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)C(=S)[*],Eat,-5.84,C(F)F,"[['C(F)F', 'c1ccccc1', 'FCF', 'C=S'], ['C=S', 'C(F)F', 'c1ccccc1', 'FCF'], ['FCF', 'C=S', 'C(F)F', 'c1ccccc1'], ['c1ccccc1', 'FCF', 'C=S', 'C(F)F']]"
326,[*]C(F)(F)C(C=C1)=CC=C1C(F)(F)O[*],Eat,-5.92,C(F)F,"[['C(F)F', 'c1ccccc1', 'FCF', 'O'], ['O', 'C(F)F', 'c1ccccc1', 'FCF'], ['FCF', 'O', 'C(F)F', 'c1ccccc1'], ['c1ccccc1', 'FCF', 'O', 'C(F)F']]"
327,[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(=S)[*],Eat,-5.66,C(F)F,"[['C(F)F', 'FCF', 'c1ccsc1', 'C=S'], ['C=S', 'C(F)F', 'FCF', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'C(F)F', 'FCF'], ['FCF', 'c1ccsc1', 'C=S', 'C(F)F']]"
328,[*]C(F)(F)C(F)(F)C(S1)=CC=C1O[*],Eat,-5.67,C(F)F,"[['C(F)F', 'FCF', 'c1ccsc1', 'O'], ['O', 'C(F)F', 'FCF', 'c1ccsc1'], ['c1ccsc1', 'O', 'C(F)F', 'FCF'], ['FCF', 'c1ccsc1', 'O', 'C(F)F']]"
329,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(S2)=CC=C2[*],Eat,-5.98,C(F)F,"[['C(F)F', 'FCF', 'c1ccccc1', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'c1cccs1', 'C(F)F', 'FCF'], ['FCF', 'c1ccccc1', 'c1cccs1', 'C(F)F']]"
330,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],Eat,-6.1,C(F)F,"[['C(F)F', 'FCF', 'c1ccccc1', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'c1ccccc1', 'C(F)F', 'FCF'], ['FCF', 'c1ccccc1', 'c1ccccc1', 'C(F)F']]"
331,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(=S)[*],Eat,-5.85,C(F)F,"[['C(F)F', 'FCF', 'c1ccccc1', 'C=S'], ['C=S', 'C(F)F', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'C=S', 'C(F)F', 'FCF'], ['FCF', 'c1ccccc1', 'C=S', 'C(F)F']]"
332,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1O[*],Eat,-5.89,C(F)F,"[['C(F)F', 'FCF', 'c1ccccc1', 'O'], ['O', 'C(F)F', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'O', 'C(F)F', 'FCF'], ['FCF', 'c1ccccc1', 'O', 'C(F)F']]"
333,[*]C(F)(F)C(F)(F)CC(S1)=CC=C1[*],Eat,-5.59,C(F)F,"[['C(F)F', 'FCF', 'C', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'FCF', 'C'], ['C', 'c1cccs1', 'C(F)F', 'FCF'], ['FCF', 'C', 'c1cccs1', 'C(F)F']]"
334,[*]C(F)(F)C(F)(F)CC(C=C1)=CC=C1[*],Eat,-5.78,C(F)F,"[['C(F)F', 'FCF', 'C', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'FCF', 'C'], ['C', 'c1ccccc1', 'C(F)F', 'FCF'], ['FCF', 'C', 'c1ccccc1', 'C(F)F']]"
335,[*]C(F)(F)C(F)(F)CC(=O)[*],Eat,-5.5,C(F)F,"[['C(F)F', 'FCF', 'C', 'C=O'], ['C=O', 'C(F)F', 'FCF', 'C'], ['C', 'C=O', 'C(F)F', 'FCF'], ['FCF', 'C', 'C=O', 'C(F)F']]"
336,[*]C(F)(F)C(F)(F)CC(=S)[*],Eat,-5.19,C(F)F,"[['C(F)F', 'FCF', 'C', 'C=S'], ['C=S', 'C(F)F', 'FCF', 'C'], ['C', 'C=S', 'C(F)F', 'FCF'], ['FCF', 'C', 'C=S', 'C(F)F']]"
337,[*]C(F)(F)C(F)(F)CN[*],Eat,-5.24,C(F)F,"[['C(F)F', 'FCF', 'C', 'N'], ['N', 'C(F)F', 'FCF', 'C'], ['C', 'N', 'C(F)F', 'FCF'], ['FCF', 'C', 'N', 'C(F)F']]"
338,[*]C(F)(F)C(F)(F)CO[*],Eat,-5.23,C(F)F,"[['C(F)F', 'FCF', 'C', 'O'], ['O', 'C(F)F', 'FCF', 'C'], ['C', 'O', 'C(F)F', 'FCF'], ['FCF', 'C', 'O', 'C(F)F']]"
339,[*]C(F)(F)C(F)(F)C(=O)C(S1)=CC=C1[*],Eat,-5.86,C(F)F,"[['C(F)F', 'FCF', 'C=O', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'FCF', 'C=O'], ['C=O', 'c1cccs1', 'C(F)F', 'FCF'], ['FCF', 'C=O', 'c1cccs1', 'C(F)F']]"
340,[*]C(F)(F)C(F)(F)C(=O)C(C=C1)=CC=C1[*],Eat,-6.03,C(F)F,"[['C(F)F', 'FCF', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'FCF', 'C=O'], ['C=O', 'c1ccccc1', 'C(F)F', 'FCF'], ['FCF', 'C=O', 'c1ccccc1', 'C(F)F']]"
341,[*]C(F)(F)C(F)(F)C(=O)C(=S)[*],Eat,-5.51,C(F)F,"[['C(F)F', 'FCF', 'C=O', 'C=S'], ['C=S', 'C(F)F', 'FCF', 'C=O'], ['C=O', 'C=S', 'C(F)F', 'FCF'], ['FCF', 'C=O', 'C=S', 'C(F)F']]"
342,[*]C(F)(F)C(F)(F)C(=S)O[*],Eat,-5.26,C(F)F,"[['C(F)F', 'FCF', 'C=S', 'O'], ['O', 'C(F)F', 'FCF', 'C=S'], ['C=S', 'O', 'C(F)F', 'FCF'], ['FCF', 'C=S', 'O', 'C(F)F']]"
343,[*]C(F)(F)C(F)(F)NC(S1)=CC=C1[*],Eat,-5.66,C(F)F,"[['C(F)F', 'FCF', 'N', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'FCF', 'N'], ['N', 'c1cccs1', 'C(F)F', 'FCF'], ['FCF', 'N', 'c1cccs1', 'C(F)F']]"
344,[*]C(F)(F)C(F)(F)NC(C=C1)=CC=C1[*],Eat,-5.86,C(F)F,"[['C(F)F', 'FCF', 'N', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'FCF', 'N'], ['N', 'c1ccccc1', 'C(F)F', 'FCF'], ['FCF', 'N', 'c1ccccc1', 'C(F)F']]"
345,[*]C(F)(F)C(F)(F)NC(=O)[*],Eat,-5.65,C(F)F,"[['C(F)F', 'FCF', 'N', 'C=O'], ['C=O', 'C(F)F', 'FCF', 'N'], ['N', 'C=O', 'C(F)F', 'FCF'], ['FCF', 'N', 'C=O', 'C(F)F']]"
346,[*]C(F)(F)C(F)(F)NC(=S)[*],Eat,-5.29,C(F)F,"[['C(F)F', 'FCF', 'N', 'C=S'], ['C=S', 'C(F)F', 'FCF', 'N'], ['N', 'C=S', 'C(F)F', 'FCF'], ['FCF', 'N', 'C=S', 'C(F)F']]"
347,[*]C(F)(F)C(F)(F)ON[*],Eat,-5.15,C(F)F,"[['C(F)F', 'FCF', 'O', 'N'], ['N', 'C(F)F', 'FCF', 'O'], ['O', 'N', 'C(F)F', 'FCF'], ['FCF', 'O', 'N', 'C(F)F']]"
348,[*]C(F)(F)CC(F)(F)C(S1)=CC=C1[*],Eat,-5.59,C(F)F,"[['C(F)F', 'C', 'FCF', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'C', 'FCF'], ['FCF', 'c1cccs1', 'C(F)F', 'C'], ['C', 'FCF', 'c1cccs1', 'C(F)F']]"
349,[*]C(F)(F)CC(F)(F)C(C=C1)=CC=C1[*],Eat,-5.8,C(F)F,"[['C(F)F', 'C', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'C', 'FCF'], ['FCF', 'c1ccccc1', 'C(F)F', 'C'], ['C', 'FCF', 'c1ccccc1', 'C(F)F']]"
350,[*]C(F)(F)CC(F)(F)C(=O)[*],Eat,-5.48,C(F)F,"[['C(F)F', 'C', 'FCF', 'C=O'], ['C=O', 'C(F)F', 'C', 'FCF'], ['FCF', 'C=O', 'C(F)F', 'C'], ['C', 'FCF', 'C=O', 'C(F)F']]"
351,[*]C(F)(F)CC(F)(F)C(=S)[*],Eat,-5.2,C(F)F,"[['C(F)F', 'C', 'FCF', 'C=S'], ['C=S', 'C(F)F', 'C', 'FCF'], ['FCF', 'C=S', 'C(F)F', 'C'], ['C', 'FCF', 'C=S', 'C(F)F']]"
352,[*]C(F)(F)CC(F)(F)N[*],Eat,-5.26,C(F)F,"[['C(F)F', 'C', 'FCF', 'N'], ['N', 'C(F)F', 'C', 'FCF'], ['FCF', 'N', 'C(F)F', 'C'], ['C', 'FCF', 'N', 'C(F)F']]"
353,[*]C(F)(F)CC(F)(F)O[*],Eat,-5.25,C(F)F,"[['C(F)F', 'C', 'FCF', 'O'], ['O', 'C(F)F', 'C', 'FCF'], ['FCF', 'O', 'C(F)F', 'C'], ['C', 'FCF', 'O', 'C(F)F']]"
354,[*]C(F)(F)C(=O)C(F)(F)C(=O)[*],Eat,-5.77,C(F)F,"[['C(F)F', 'C=O', 'FCF', 'C=O'], ['C=O', 'C(F)F', 'C=O', 'FCF'], ['FCF', 'C=O', 'C(F)F', 'C=O'], ['C=O', 'FCF', 'C=O', 'C(F)F']]"
355,[*]C(F)(F)C(=O)C(F)(F)O[*],Eat,-5.57,C(F)F,"[['C(F)F', 'C=O', 'FCF', 'O'], ['O', 'C(F)F', 'C=O', 'FCF'], ['FCF', 'O', 'C(F)F', 'C=O'], ['C=O', 'FCF', 'O', 'C(F)F']]"
356,[*]C(F)(F)C(=S)C(F)(F)O[*],Eat,-5.24,C(F)F,"[['C(F)F', 'C=S', 'FCF', 'O'], ['O', 'C(F)F', 'C=S', 'FCF'], ['FCF', 'O', 'C(F)F', 'C=S'], ['C=S', 'FCF', 'O', 'C(F)F']]"
357,[*]C(F)(F)NC(F)(F)C(S1)=CC=C1[*],Eat,-5.66,C(F)F,"[['C(F)F', 'N', 'FCF', 'c1cccs1'], ['c1cccs1', 'C(F)F', 'N', 'FCF'], ['FCF', 'c1cccs1', 'C(F)F', 'N'], ['N', 'FCF', 'c1cccs1', 'C(F)F']]"
358,[*]C(F)(F)NC(F)(F)C(C=C1)=CC=C1[*],Eat,-5.88,C(F)F,"[['C(F)F', 'N', 'FCF', 'c1ccccc1'], ['c1ccccc1', 'C(F)F', 'N', 'FCF'], ['FCF', 'c1ccccc1', 'C(F)F', 'N'], ['N', 'FCF', 'c1ccccc1', 'C(F)F']]"
359,[*]C(F)(F)NC(F)(F)C(=O)[*],Eat,-5.56,C(F)F,"[['C(F)F', 'N', 'FCF', 'C=O'], ['C=O', 'C(F)F', 'N', 'FCF'], ['FCF', 'C=O', 'C(F)F', 'N'], ['N', 'FCF', 'C=O', 'C(F)F']]"
360,[*]C(F)(F)NC(F)(F)C(=S)[*],Eat,-5.29,C(F)F,"[['C(F)F', 'N', 'FCF', 'C=S'], ['C=S', 'C(F)F', 'N', 'FCF'], ['FCF', 'C=S', 'C(F)F', 'N'], ['N', 'FCF', 'C=S', 'C(F)F']]"
361,[*]C(F)(F)NC(F)(F)N[*],Eat,-5.31,C(F)F,"[['C(F)F', 'N', 'FCF', 'N'], ['N', 'C(F)F', 'N', 'FCF'], ['FCF', 'N', 'C(F)F', 'N'], ['N', 'FCF', 'N', 'C(F)F']]"
362,[*]C(F)(F)NC(F)(F)O[*],Eat,-5.29,C(F)F,"[['C(F)F', 'N', 'FCF', 'O'], ['O', 'C(F)F', 'N', 'FCF'], ['FCF', 'O', 'C(F)F', 'N'], ['N', 'FCF', 'O', 'C(F)F']]"
363,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],Eat,-6.3,c1ccccc1,"[['c1ccccc1', 'c1ccccc1', 'c1ccsc1', 'c1cccs1'], ['c1cccs1', 'c1ccccc1', 'c1ccccc1', 'c1ccsc1'], ['c1ccsc1', 'c1cccs1', 'c1ccccc1', 'c1ccccc1'], ['c1ccccc1', 'c1ccsc1', 'c1cccs1', 'c1ccccc1']]"
364,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(=S)[*],Eat,-6.27,c1ccccc1,"[['c1ccccc1', 'c1ccccc1', 'c1ccsc1', 'C=S'], ['C=S', 'c1ccccc1', 'c1ccccc1', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'c1ccccc1', 'c1ccccc1'], ['c1ccccc1', 'c1ccsc1', 'C=S', 'c1ccccc1']]"
365,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(S3)=CC=C3[*],Eat,-6.22,c1ccccc1,"[['c1ccccc1', 'C=S', 'c1ccsc1', 'c1cccs1'], ['c1cccs1', 'c1ccccc1', 'C=S', 'c1ccsc1'], ['c1ccsc1', 'c1cccs1', 'c1ccccc1', 'C=S'], ['C=S', 'c1ccsc1', 'c1cccs1', 'c1ccccc1']]"
366,[*]CC(S1)=CC=C1CO[*],Eat,-5.68,C,"[['C', 'c1ccsc1', 'C', 'O'], ['O', 'C', 'c1ccsc1', 'C'], ['C', 'O', 'C', 'c1ccsc1'], ['c1ccsc1', 'C', 'O', 'C']]"
367,[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Eat,-6.19,C=O,"[['C=O', 'c1ccsc1', 'C=S', 'c1cccs1'], ['c1cccs1', 'C=O', 'c1ccsc1', 'C=S'], ['C=S', 'c1cccs1', 'C=O', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'c1cccs1', 'C=O']]"
368,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Eat,-6.31,C=O,"[['C=O', 'c1ccccc1', 'c1ccsc1', 'c1cccs1'], ['c1cccs1', 'C=O', 'c1ccccc1', 'c1ccsc1'], ['c1ccsc1', 'c1cccs1', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'c1ccsc1', 'c1cccs1', 'C=O']]"
369,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Eat,-6.3,C=O,"[['C=O', 'c1ccccc1', 'c1ccsc1', 'C=S'], ['C=S', 'C=O', 'c1ccccc1', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'c1ccsc1', 'C=S', 'C=O']]"
370,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Eat,-6.38,C=O,"[['C=O', 'c1ccccc1', 'c1ccccc1', 'c1cccs1'], ['c1cccs1', 'C=O', 'c1ccccc1', 'c1ccccc1'], ['c1ccccc1', 'c1cccs1', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'c1ccccc1', 'c1cccs1', 'C=O']]"
371,[*]C(=O)C(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],Eat,-6.31,C=O,"[['C=O', 'c1ccccc1', 'C=S', 'c1cccs1'], ['c1cccs1', 'C=O', 'c1ccccc1', 'C=S'], ['C=S', 'c1cccs1', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'C=S', 'c1cccs1', 'C=O']]"
372,[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Eat,-6.38,C=O,"[['C=O', 'c1ccccc1', 'C=S', 'c1ccccc1'], ['c1ccccc1', 'C=O', 'c1ccccc1', 'C=S'], ['C=S', 'c1ccccc1', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'C=S', 'c1ccccc1', 'C=O']]"
373,[*]NC(S1)=CC=C1C(=O)O[*],Eat,-6.14,N,"[['N', 'c1ccsc1', 'C=O', 'O'], ['O', 'N', 'c1ccsc1', 'C=O'], ['C=O', 'O', 'N', 'c1ccsc1'], ['c1ccsc1', 'C=O', 'O', 'N']]"
374,[*]NC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Eat,-6.34,N,"[['N', 'c1ccccc1', 'C=O', 'c1ccccc1'], ['c1ccccc1', 'N', 'c1ccccc1', 'C=O'], ['C=O', 'c1ccccc1', 'N', 'c1ccccc1'], ['c1ccccc1', 'C=O', 'c1ccccc1', 'N']]"
375,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCC[*],Eat,-5.61,N,"[['N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C'], ['C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C'], ['C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C'], ['C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C'], ['C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C'], ['C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C'], ['C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N'], ['N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N', 'C=S'], ['C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1', 'N'], ['N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N', 'c1ccccc1'], ['c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S', 'N'], ['N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N', 'C=S'], ['C=S', 'N', 'c1ccccc1', 'N', 'C=S', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'N']]"
376,[*]C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N[*],Eat,-6.19,c1cccs1,"[['c1cccs1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'C=O', 'N', 'C=O', 'N'], ['N', 'c1cccs1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'C=O', 'N', 'C=O'], ['C=O', 'N', 'c1cccs1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'C=O', 'N'], ['N', 'C=O', 'N', 'c1cccs1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'C=O'], ['C=O', 'N', 'C=O', 'N', 'c1cccs1', 'c1ccsc1', 'C=S', 'c1ccsc1'], ['c1ccsc1', 'C=O', 'N', 'C=O', 'N', 'c1cccs1', 'c1ccsc1', 'C=S'], ['C=S', 'c1ccsc1', 'C=O', 'N', 'C=O', 'N', 'c1cccs1', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'c1ccsc1', 'C=O', 'N', 'C=O', 'N', 'c1cccs1']]"
377,[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2C(=S)C(=O)NC(C=C3)=CC=C3C(S4)=CC=C4[*],Eat,-6.19,c1cccs1,"[['c1cccs1', 'C=S', 'c1ccsc1', 'C=S', 'C=O', 'N', 'c1ccccc1', 'c1cccs1'], ['c1cccs1', 'c1cccs1', 'C=S', 'c1ccsc1', 'C=S', 'C=O', 'N', 'c1ccccc1'], ['c1ccccc1', 'c1cccs1', 'c1cccs1', 'C=S', 'c1ccsc1', 'C=S', 'C=O', 'N'], ['N', 'c1ccccc1', 'c1cccs1', 'c1cccs1', 'C=S', 'c1ccsc1', 'C=S', 'C=O'], ['C=O', 'N', 'c1ccccc1', 'c1cccs1', 'c1cccs1', 'C=S', 'c1ccsc1', 'C=S'], ['C=S', 'C=O', 'N', 'c1ccccc1', 'c1cccs1', 'c1cccs1', 'C=S', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'C=O', 'N', 'c1ccccc1', 'c1cccs1', 'c1cccs1', 'C=S'], ['C=S', 'c1ccsc1', 'C=S', 'C=O', 'N', 'c1ccccc1', 'c1cccs1', 'c1cccs1']]"
378,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2CC(=S)C(S3)=CC=C3C(=S)CO[*],Eat,-6.04,c1ccccc1,"[['c1ccccc1', 'c1ccccc1', 'C', 'C=S', 'c1ccsc1', 'C=S', 'C', 'O'], ['O', 'c1ccccc1', 'c1ccccc1', 'C', 'C=S', 'c1ccsc1', 'C=S', 'C'], ['C', 'O', 'c1ccccc1', 'c1ccccc1', 'C', 'C=S', 'c1ccsc1', 'C=S'], ['C=S', 'C', 'O', 'c1ccccc1', 'c1ccccc1', 'C', 'C=S', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'C', 'O', 'c1ccccc1', 'c1ccccc1', 'C', 'C=S'], ['C=S', 'c1ccsc1', 'C=S', 'C', 'O', 'c1ccccc1', 'c1ccccc1', 'C'], ['C', 'C=S', 'c1ccsc1', 'C=S', 'C', 'O', 'c1ccccc1', 'c1ccccc1'], ['c1ccccc1', 'C', 'C=S', 'c1ccsc1', 'C=S', 'C', 'O', 'c1ccccc1']]"
379,[*]C(C=C1)=CC=C1NC(S2)=CC=C2C(S3)=CC=C3C(=S)C(S4)=CC=C4C(S5)=CC=C5N[*],Eat,-6.12,c1ccccc1,"[['c1ccccc1', 'N', 'c1ccsc1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'c1ccsc1', 'N'], ['N', 'c1ccccc1', 'N', 'c1ccsc1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'c1ccsc1'], ['c1ccsc1', 'N', 'c1ccccc1', 'N', 'c1ccsc1', 'c1ccsc1', 'C=S', 'c1ccsc1'], ['c1ccsc1', 'c1ccsc1', 'N', 'c1ccccc1', 'N', 'c1ccsc1', 'c1ccsc1', 'C=S'], ['C=S', 'c1ccsc1', 'c1ccsc1', 'N', 'c1ccccc1', 'N', 'c1ccsc1', 'c1ccsc1'], ['c1ccsc1', 'C=S', 'c1ccsc1', 'c1ccsc1', 'N', 'c1ccccc1', 'N', 'c1ccsc1'], ['c1ccsc1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'c1ccsc1', 'N', 'c1ccccc1', 'N'], ['N', 'c1ccsc1', 'c1ccsc1', 'C=S', 'c1ccsc1', 'c1ccsc1', 'N', 'c1ccccc1']]"
380,[*]C(C=C1)=CC=C1NC(C=C2)=CC=C2C(=S)NC(S3)=CC=C3C(=O)N[*],Eat,-6.21,c1ccccc1,"[['c1ccccc1', 'N', 'c1ccccc1', 'C=S', 'N', 'c1ccsc1', 'C=O', 'N'], ['N', 'c1ccccc1', 'N', 'c1ccccc1', 'C=S', 'N', 'c1ccsc1', 'C=O'], ['C=O', 'N', 'c1ccccc1', 'N', 'c1ccccc1', 'C=S', 'N', 'c1ccsc1'], ['c1ccsc1', 'C=O', 'N', 'c1ccccc1', 'N', 'c1ccccc1', 'C=S', 'N'], ['N', 'c1ccsc1', 'C=O', 'N', 'c1ccccc1', 'N', 'c1ccccc1', 'C=S'], ['C=S', 'N', 'c1ccsc1', 'C=O', 'N', 'c1ccccc1', 'N', 'c1ccccc1'], ['c1ccccc1', 'C=S', 'N', 'c1ccsc1', 'C=O', 'N', 'c1ccccc1', 'N'], ['N', 'c1ccccc1', 'C=S', 'N', 'c1ccsc1', 'C=O', 'N', 'c1ccccc1']]"
