Unnamed: 0,smiles,property,value,smiles_no_dummy,selfies,BigSMILES
1597,[*]Nc1ccc(-c2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.3951,CNc1ccc(-c2ccc(NC(=O)c3ccc(C(C)=O)cc3)cc2)cc1,[C][N][C][=C][C][=C][Branch2][Ring1][P][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2],{[][<]*N[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*C=O[>][]}
1598,[*]CCCC(CCNC(=O)c1ccc(C(=O)N[*])cc1)C(C)C,Egc,4.6978,CCCCC(CCNC(=O)c1ccc(C(=O)NC)cc1)C(C)C,[C][C][C][C][C][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][Ring1][#Branch2][C][Branch1][C][C][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]CC(C)C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1599,[*]CCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,Egc,4.6365,CCCCCCCCNC(=O)c1ccc(C(=O)NC)cc1,[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][C][=C][Ring1][#Branch2],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1600,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Egc,3.2294,CNc1ccc(Cc2ccc(NC(=O)c3ccc(C(C)=O)cc3)cc2)cc1,[C][N][C][=C][C][=C][Branch2][Ring2][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch2],{[][<]*N[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]C[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]c1ccccc1[>][<]}{[>][<]*C=O[>][]}
1601,[*]CCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.928,CCCCCCCCCCNC(=O)CCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1602,[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],Egc,5.7761,CCCCCCCCCNC(=O)CCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1604,[*]NC(CCC(=O)OC)C([*])=O,Egc,5.9283,CNC(CCC(=O)OC)C(C)=O,[C][N][C][Branch1][=Branch2][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][=O],{[][<]*N[>][<]}{[>][<]CCCC(=O)OC[>][<]}{[>][<]*C=O[>][]}
1605,[*]CCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.5356,CCCCCNC(=O)CCC=CCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1606,[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,Egc,5.5924,CC(=O)CCCCCCCCC(=O)N1CCN(C)CC1,[C][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],{[][<]*C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1CCNCC1[>][]}
1607,[*]C(=O)CCCCC(=O)N1CCN([*])CC1,Egc,5.6091,CC(=O)CCCCC(=O)N1CCN(C)CC1,[C][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],{[][<]*C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N1CCNCC1[>][]}
1608,[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.6458,CCCCCCCNC(=O)CCC=CCCC(=O)NC,[C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1609,[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],Egc,5.7269,CCCCCCCCCCCCCNC(=O)C(=O)NC,[C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1610,[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Egc,5.6731,CCCCCCCCCCCNC(=O)CCC=CCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][=C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1611,[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.9559,CCCCCCCCCCCNC(=O)CCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1612,[*]CC(C)(C)C(=O)N[*],Egc,5.6887,CCC(C)(C)C(=O)NC,[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]CCC[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1614,[*]CCCC(C)CCC(=O)N[*],Egc,5.9091,CCCCC(C)CCC(=O)NC,[C][C][C][C][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]CC[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1615,[*]CC(C)CCCCC(=O)N[*],Egc,6.0272,CCC(C)CCCCC(=O)NC,[C][C][C][Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]CC[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1616,[*]NC(C)CC([*])=O,Egc,5.711,CNC(C)CC(C)=O,[C][N][C][Branch1][C][C][C][C][Branch1][C][C][=O],{[][<]*N[>][<]}{[>][<]CC[>][<]}{[>][<]C[>][<]}{[>][<]*C=O[>][]}
1617,[*]CCCC(=O)N[*],Egc,5.5236,CCCCC(=O)NC,[C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1618,[*]CCCC(C)CC(=O)N[*],Egc,6.0894,CCCCC(C)CC(=O)NC,[C][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]CC[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1619,[*]CCCCC(=O)N[*],Egc,5.9658,CCCCCC(=O)NC,[C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1620,[*]CCCCCCCCCCCCCCCCC(=O)N[*],Egc,6.0239,CCCCCCCCCCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1621,[*]CNC(=O)CCCCC(=O)N[*],Egc,6.0289,CCNC(=O)CCCCC(=O)NC,[C][C][N][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1622,[*]CNC(=O)CCCCCCCCC(=O)N[*],Egc,6.1742,CCNC(=O)CCCCCCCCC(=O)NC,[C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1625,[*]CCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.5657,CCCNC(=O)CCCCCCCCCCC(=O)NC,[C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1626,[*]CCCCNC(=O)CCCCCC(=O)N[*],Egc,5.7771,CCCCCNC(=O)CCCCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1627,[*]CCCCNC(=O)CCCCCCC(=O)N[*],Egc,6.0697,CCCCCNC(=O)CCCCCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1628,[*]CCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.9048,CCCCCNC(=O)CCCCCCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1629,[*]CCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.9628,CCCCCNC(=O)CCCCCCCCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1630,[*]CCCCNC(=O)CCCCCCCCCCC(=O)N[*],Egc,5.9492,CCCCCNC(=O)CCCCCCCCCCC(=O)NC,[C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1632,[*]CCCCCNC(=O)CCCCCC(=O)N[*],Egc,5.9272,CCCCCCNC(=O)CCCCCC(=O)NC,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1634,[*]CCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.6828,CCCCCCNC(=O)CCCCCCCCC(=O)NC,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1635,[*]CCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,5.8927,CCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1636,[*]CCCCCCNC(=O)CCCC(=O)N[*],Egc,5.7154,CCCCCCCNC(=O)CCCC(=O)NC,[C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1637,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],Egc,5.8888,CCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1638,[*]CCCCCCCNC(=O)CCCCCCCC(=O)N[*],Egc,5.8296,CCCCCCCCNC(=O)CCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1639,[*]CCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.7365,CCCCCCCCNC(=O)CCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1640,[*]CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],Egc,5.9612,CCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1643,[*]CCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Egc,5.6744,CCCCCCCCCCNC(=O)CCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1644,[*]CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],Egc,5.9794,CCCCCCCCCCNC(=O)CCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1645,[*]CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],Egc,5.7342,CCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
1646,[*]CCCCCCCCCCNC(=O)CCCCCCC(=O)N[*],Egc,5.9989,CCCCCCCCCCCNC(=O)CCCCCCC(=O)NC,[C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][C],{[][<]*C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]N[>][<]}{[>][<]C=O[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C[>][<]}{[>][<]C=O[>][<]}{[>][<]*N[>][]}
